Id,Title,Senior,Company,Location,Currency,date,Salary_min,Salary_max
272,Senior Machine Learning Engineer,True,"Secret Sauce Partners, Inc.",Zdalnie,PLN,01.08.2023,10 249,20 498
273,Senior OpenAI &amp; ML Solutions Developer,True,Everguest,Budapest,PLN,01.08.2023,20 498,28 470
274,Junior Machine Learning,False,Mindpal,Zdalnie,PLN,01.09.2023,8 400,11 760
275,AI &amp; Math (PhD/ongoing PhD nice-to-have),False,Camino Science sp. z o.o.,Zdalnie,PLN,01.09.2023,15 000,25 000
276,Senior Deep Learning Engineer,True,Focal Systems,Zdalnie,PLN,01.09.2023,74 000,119 000
277,Deep Learning Engineer,False,Focal Systems,Zdalnie,PLN,01.09.2023,44 700,74 600
278,Senior Machine Learning Engineer,True,Graylight Imaging Sp. zo.o.,Gliwice,PLN,01.09.2023,12 300,19 900
279,Mid AI Specialist,False,Grupa Morizon-Gratka Sp. z o.o.,Warszawa,PLN,01.09.2023,10 000,16 000
280,Senior AI Specialist,True,Grupa Morizon-Gratka Sp. z o.o.,Warszawa,PLN,01.09.2023,14 000,20 000
281,Tester oprogramowania systemów AI,False,Maxto,Kraków,PLN,01.09.2023,5 000,10 000
282,Analityka video AI - Programista PHP,False,Maxto,Kraków,PLN,01.09.2023,8 000,16 000
283,Senior AI Programmer - Gaming,True,ITDS,Warszawa,PLN,01.09.2023,16 800,31 500
284,Oracle Consultant - AI,False,Zone IT Sp. z o.o.,Wrocław,PLN,01.09.2023,19 000,28 000
285,Data Scientist - AI,False,Zone IT Sp. z o.o.,Zdalnie,PLN,01.09.2023,19 000,32 000
286,Python Developer - AI,False,Zone IT Sp. z o.o.,Zdalnie,PLN,01.09.2023,17 000,28 000
287,Machine Learning Engineer,False,Zone IT Sp. z o.o.,Zdalnie,PLN,01.09.2023,18 000,26 000
288,Database Expert - AI,True,Zone IT Sp. z o.o.,Zdalnie,PLN,01.09.2023,19 000,28 000
289,App Architect - AI,False,Zone IT Sp. z o.o.,Zdalnie,PLN,01.09.2023,20 000,25 000
290,Senior Deep Learning Firmware Engineer,True,EER Poland,Kraków,PLN,01.09.2023,25 000,40 000
291,Senior Data Scientist REMOTE 🌍,True,Sigmoidal LLC,Zdalnie,PLN,01.09.2023,28 058,34 867
292,Remote MLOps Engineer,False,LiveChat,Zdalnie,PLN,01.09.2023,18 000,34 000
293,Machine Learning Engineer,False,Link Group,Kraków,PLN,01.09.2023,22 000,29 000
294,Senior AI &amp; Math CUDA (C++) Developer,True,Camino Science sp. z o.o.,Zdalnie,PLN,01.09.2023,16 000,19 000
295,NLP Engineer,False,Business Online Services,Zdalnie,PLN,01.09.2023,14 000,24 000
296,Remote MLOps Engineer / Data Scientist,False,Addepto,Zdalnie,PLN,01.09.2023,12 600,20 160
297,Remote Senior Data Scientist (Computer Vision),True,Addepto,Zdalnie,PLN,01.09.2023,18 480,28 560
298,Data Automation &amp; AI Engineer,False,Pitney Bowes Polska Sp. z o.o.,Zdalnie,PLN,01.09.2023,15 000,20 000
299,AI &amp; BigDate Team Member,False,CIŚ within Narodowe Centrum Badań Jądrowych,Otwock,PLN,01.09.2023,5 000,7 000
300,Data Scientist (AI),False,Addepto,Zdalnie,PLN,01.09.2023,6 000,12 000
301,AI &amp; Math CUDA (C++) Developer,False,Camino Science sp. z o.o.,Zdalnie,PLN,01.09.2023,12 000,16 000
302,AI Engineer,False,CallPage,Zdalnie,PLN,01.09.2023,14 000,24 000
303,Senior JavaScript Developer (AI projects),True,10Clouds,Zdalnie,PLN,01.09.2023,17 000,28 000
304,Mid AI Engineer,False,Firmao CRM,Łódź,PLN,01.09.2023,13 000,20 000
305,Principal Deep Learning Engineer,False,Focal Systems,Zdalnie,PLN,01.09.2023,92 250,180 811
306,Senior Data Scientist,True,Focal Systems,Zdalnie,PLN,01.09.2023,25 000,35 000
307,EDGE Machine Learning Engineer,False,MEV,Zdalnie,PLN,01.09.2023,18 568,30 947
308,Data Scientist/AI Developer,False,Algomine,Zdalnie,PLN,01.09.2023,13 440,25 200
309,Senior ML Voice - Part Time,True,AI REV,Zdalnie,PLN,01.09.2023,18 000,
310,Computer Vision Engineer,False,Spline,Zdalnie,PLN,01.09.2023,22 000,25 000
311,Data Engineer Azure,False,Zone IT Sp. z o.o.,Wrocław,PLN,01.09.2023,18 000,26 000
312,Senior AI Engineer,True,Neontri,Zdalnie,PLN,01.09.2023,33 600,38 640
313,"Python, AI Developer",False,VUMO,Kraków,PLN,01.09.2023,11 000,14 000
314,ML Engineer Senior - Full Time,True,AI REV,Zdalnie,PLN,01.09.2023,22 680,31 584
315,AI Engineer,False,VUMO,Kraków,PLN,01.09.2023,16 000,20 000
316,Senior Data Scientist,True,SKY ENGINE AI,Warszawa,PLN,01.09.2023,20 000,28 000
317,Mid AI Engineer,False,Flyps,Zdalnie,PLN,01.09.2023,18 000,24 000
318,Senior AI Engineer,True,Flyps,Zdalnie,PLN,01.09.2023,25 000,30 000
319,Junior Machine Learning,False,Mindpal,Zdalnie,PLN,01.09.2023,8 400,11 760
320,Junior Machine Learning,False,Mindpal,Zdalnie,PLN,01.09.2023,8 400,11 760
321,Junior Data Ingestion Engineer,False,Sigmoidal LLC,Wrocław,PLN,01.09.2023,7 000,12 000
322,Senior Machine Learning Engineer,True,"Secret Sauce Partners, Inc.",Zdalnie,PLN,01.09.2023,10 490,20 980
323,Data Scientist,False,"Secret Sauce Partners, Inc.",Zdalnie,PLN,01.09.2023,10 490,20 980
324,Remote Data Scientist,False,Addepto,Zdalnie,PLN,01.10.2023,12 600,18 480
325,Data Automation &amp; AI Engineer,False,Pitney Bowes Polska Sp. z o.o.,Zdalnie,PLN,01.10.2023,15 000,20 000
326,AI &amp; BigDate Team Member,False,CIŚ within Narodowe Centrum Badań Jądrowych,Otwock,PLN,01.10.2023,5 000,7 000
327,Data Scientist (AI),False,Addepto,Zdalnie,PLN,01.10.2023,6 000,12 000
328,Tester oprogramowania systemów AI,False,Maxto,Kraków,PLN,01.10.2023,5 000,10 000
329,Analityka video AI - Programista PHP,False,Maxto,Kraków,PLN,01.10.2023,8 000,16 000
330,AI Engineer,False,CallPage,Zdalnie,PLN,01.10.2023,14 000,24 000
331,Konsultant Techniczny Samba.ai,False,Samba.ai,Wrocław,PLN,01.10.2023,6 000,9 000
332,Senior Deep Learning Firmware Engineer,True,EER Poland,Kraków,PLN,01.10.2023,25 000,40 000
333,Senior JavaScript Developer (AI projects),True,10Clouds,Zdalnie,PLN,01.10.2023,17 000,28 000
334,Deep Learning Engineer,False,in4ge sp. z o.o.,Zdalnie,PLN,01.10.2023,18 000,28 000
335,Machine Learning Engineer,False,in4ge sp. z o.o.,Zdalnie,PLN,01.10.2023,18 000,26 000
336,Senior Data Scientist,True,in4ge sp. z o.o.,Zdalnie,PLN,01.10.2023,20 000,28 000
337,Senior Deep Learning Engineer,True,Focal Systems,Zdalnie,PLN,01.10.2023,74 000,119 000
338,Deep Learning Engineer,False,Focal Systems,Zdalnie,PLN,01.10.2023,44 700,74 600
339,Senior MLOps Engineer with Azure,True,Nordcloud,Zdalnie,PLN,01.10.2023,27 000,32 000
340,Principal Deep Learning Engineer,False,Focal Systems,Zdalnie,PLN,01.10.2023,92 250,180 811
341,Senior Data Scientist,True,Focal Systems,Zdalnie,PLN,01.10.2023,25 000,35 000
342,Directory Development Executive,False,ENF Ltd.,Zdalnie,PLN,01.10.2023,5 562,7 880
343,Machine Learning Engineer,False,RTB House,Zdalnie,PLN,01.10.2023,30 000,47 000
344,Machine Learning Researcher,False,RTB House,Zdalnie,PLN,01.10.2023,30 000,47 000
345,EDGE Machine Learning Engineer,False,MEV,Zdalnie,PLN,01.10.2023,19 663,32 772
346,Senior ML Voice - Part Time,True,AI REV,Zdalnie,PLN,01.10.2023,18 000,
347,Senior Research Engineer (Optimization),True,SoftServe,Zdalnie,PLN,01.10.2023,20 000,26 000
348,AI &amp; Math,False,Camino Science sp. z o.o.,Zdalnie,PLN,01.10.2023,9 000,14 000
349,AI &amp; Math (Open PhD Conduct),False,Camino Science sp. z o.o.,Zdalnie,PLN,01.10.2023,8 000,9 000
350,AI &amp; Math (PhD/ongoing PhD nice-to-have),False,Camino Science sp. z o.o.,Zdalnie,PLN,01.10.2023,15 000,16 000
351,AI Engineer,False,Ringier Axel Springer Tech,Kraków,PLN,01.10.2023,11 700,19 600
352,Data Engineer Azure,False,Zone IT Sp. z o.o.,Wrocław,PLN,01.10.2023,18 000,26 000
353,ML Engineer Senior - Full Time,True,AI REV,Zdalnie,PLN,01.10.2023,22 680,31 584
354,Senior Data Scientist,True,SKY ENGINE AI,Warszawa,PLN,01.10.2023,20 000,28 000
355,NLP Engineer,False,Business Online Services,Zdalnie,PLN,01.10.2023,14 000,24 000
356,AI Engineer,False,Ness Solution Sp. z o. o.,Zdalnie,PLN,01.10.2023,18 480,36 960
357,Technical Team Leader | ML/AI,True,Open Nexus sp. z o.o.,Poznań,PLN,01.10.2023,23 000,27 000
358,Remote MLOps Engineer / Data Scientist,False,Addepto,Zdalnie,PLN,01.10.2023,12 600,20 160
359,Junior Data Ingestion Engineer,False,Sigmoidal LLC,Wrocław,PLN,01.10.2023,7 000,12 000
360,Junior Machine Learning,False,Mindpal,Zdalnie,PLN,01.10.2023,8 400,11 760
361,Senior Java Developer,True,Recruby Hungary Kft,Budapest,PLN,01.10.2023,20 145,30 810
362,Senior Machine Learning Engineer,True,Objectivity - part of Accenture,Zdalnie,PLN,01.11.2023,23 520,30 240
363,Senior Data Scientist,True,Reply Polska,Katowice,PLN,01.11.2023,16 000,22 000
364,Senior ML (NLP) Engineer,True,Zowie,Zdalnie,PLN,01.11.2023,15 000,30 000
365,Senior Deep Learning Engineer,True,Focal Systems,Zdalnie,PLN,01.11.2023,74 000,119 000
366,Deep Learning Engineer,False,Focal Systems,Zdalnie,PLN,01.11.2023,44 700,74 600
367,Senior JavaScript Developer (AI projects),True,10Clouds,Zdalnie,PLN,01.11.2023,17 000,28 000
368,Senior Data Scientist REMOTE 🌍,True,Sigmoidal LLC,Zdalnie,PLN,01.11.2023,28 462,35 369
369,Team Manager (AI/IoT),False,Fitech Sp. ZO.O,Kraków,PLN,01.11.2023,19 000,26 000
370,Data Engineer,False,Develocraft,Zdalnie,PLN,01.11.2023,17 000,22 000
371,Senior Data Engineer,True,Develocraft,Zdalnie,PLN,01.11.2023,23 000,28 500
372,Senior Data Scientist,True,hubQuest,Zdalnie,PLN,01.11.2023,28 500,35 000
373,Senior Python Developer (AI/ML/MLOps),True,Link Group,Kraków,PLN,01.11.2023,23 000,28 000
374,AI &amp; Math,False,Camino Science sp. z o.o.,Zdalnie,PLN,01.11.2023,9 000,14 000
375,AI &amp; Math (PhD/ongoing PhD nice-to-have),False,Camino Science sp. z o.o.,Zdalnie,PLN,01.11.2023,15 000,16 000
376,AI &amp; Math (Open PhD Conduct),False,Camino Science sp. z o.o.,Zdalnie,PLN,01.11.2023,8 000,9 000
377,Kierownik B+R z doświadczeniem IoT lub AI,False,Ingenious Lab sp. z o. o.,Zdalnie,PLN,01.11.2023,16 000,22 000
378,Senior Data Scientist,True,SKY ENGINE AI,Warszawa,PLN,01.11.2023,20 000,28 000
379,ML Engineer Senior - Full Time,True,AI REV,Zdalnie,PLN,01.11.2023,22 680,31 584
380,NLP Engineer,False,Business Online Services,Zdalnie,PLN,01.11.2023,14 000,24 000
381,AI Engineer (Generative AI &amp; NLP),False,Altimetrik Poland,Zdalnie,PLN,01.11.2023,22 000,28 000
382,Data Scientist (Junior/Mid),False,Addepto,Zdalnie,PLN,01.11.2023,7 000,12 600
383,Expert AI Engineer (ID 784),True,Infopulse,Zdalnie,PLN,01.11.2023,28 056,34 944
384,Senior ML Voice - Part Time,True,AI REV,Zdalnie,PLN,01.11.2023,18 000,
385,Konsultant Techniczny Samba.ai,False,Samba.ai,Wrocław,PLN,01.11.2023,6 000,9 000
386,AI Engineer,False,Ness Solution Sp. z o. o.,Zdalnie,PLN,01.11.2023,18 480,36 960
387,Technical Team Leader | ML/AI,True,Open Nexus sp. z o.o.,Poznań,PLN,01.11.2023,23 000,27 000
388,Test Engineer - AI,False,Zone IT Sp. z o.o.,Wrocław,PLN,01.11.2023,12 000,21 000
389,Tester (Pentester) - AI,False,Zone IT Sp. z o.o.,Wrocław,PLN,01.11.2023,10 000,18 000
390,Oracle Specialist - AI,False,Zone IT Sp. z o.o.,Wrocław,PLN,01.11.2023,19 000,28 000
391,Python Developer - AI,False,Zone IT Sp. z o.o.,Wrocław,PLN,01.11.2023,17 000,28 000
392,Data Scientist,False,Numlabs,Zdalnie,PLN,01.11.2023,9 000,14 000
393,Machine Learning Engineer,False,Numlabs,Zdalnie,PLN,01.11.2023,8 500,14 500
394,Senior Machine Learning Engineer,True,Numlabs,Zdalnie,PLN,01.11.2023,14 500,18 500
395,Naukowiec -praca zdalna,False,Canon Ophthalmic Technologies sp. zoo,Zdalnie,PLN,01.11.2023,7 000,9 000
396,Lead MLOps Engineer (Nvidia AI Stack Expert),True,SoftServe,Zdalnie,PLN,01.11.2023,28 000,34 000
397,MLOps Engineer,False,SoftServe,Zdalnie,PLN,01.11.2023,21 000,27 000
398,Deep Learning Engineer,False,in4ge sp. z o.o.,Zdalnie,PLN,01.11.2023,18 000,28 000
399,Machine Learning Engineer,False,in4ge sp. z o.o.,Zdalnie,PLN,01.11.2023,18 000,26 000
400,Senior Data Scientist,True,in4ge sp. z o.o.,Zdalnie,PLN,01.11.2023,20 000,28 000
401,Data Scientist ( Mid / Senior ),True,Addepto,Zdalnie,PLN,01.11.2023,13 000,26 000
402,Machine Learning Ops Engineer,False,ASTEK Polska,Zdalnie,PLN,01.11.2023,16 800,23 100
403,ML (Python + NLP) Engineer,False,SFox,Zdalnie,PLN,01.11.2023,13 370,22 284
404,Directory Development Executive,False,ENF Ltd.,Zdalnie,PLN,01.11.2023,5 348,7 576
405,Principal Deep Learning Engineer,False,Focal Systems,Zdalnie,PLN,01.11.2023,92 250,180 811
406,Junior AI Engineer,False,INK Solutions Z.o.o,Warszawa,PLN,01.11.2023,4 000,
407,MLOps Engineer,False,SoftServe,Zdalnie,PLN,01.12.2023,21 000,27 000
408,Lead MLOps Engineer (Nvidia AI Stack Expert),True,SoftServe,Zdalnie,PLN,01.12.2023,28 000,34 000
409,AI DevOps Engineer,False,Lingaro,Zdalnie,PLN,01.12.2023,16 800,20 160
410,Senior Data Scientist,True,Reply Polska,Katowice,PLN,01.12.2023,16 000,22 000
411,Data Scientist,False,Objectivity - part of Accenture,Zdalnie,PLN,01.12.2023,16 800,25 200
412,Data Science Manager,False,Addepto,Zdalnie,PLN,01.12.2023,18 000,30 000
413,Power Automate Expert,True,Hemmersbach,Zdalnie,PLN,01.12.2023,13 440,15 960
414,Senior MLOps Engineer,True,Devire,Zdalnie,PLN,01.12.2023,26 880,30 240
415,Senior Deep Learning Engineer,True,Focal Systems,Zdalnie,PLN,01.12.2023,74 000,119 000
416,Deep Learning Engineer,False,Focal Systems,Zdalnie,PLN,01.12.2023,44 700,74 600
417,Deep Learning Engineer,False,in4ge sp. z o.o.,Zdalnie,PLN,01.12.2023,22 000,28 000
418,Machine Learning Engineer,False,in4ge sp. z o.o.,Zdalnie,PLN,01.12.2023,20 000,26 000
419,Inżynier Uczenia Maszynowego,False,Centralny Ośrodek Informatyki,Zdalnie,PLN,01.12.2023,14 000,28 000
420,Python Developer - AI,False,Zone IT Sp. z o.o.,Wrocław,PLN,01.12.2023,17 000,28 000
421,Tester (Pentester) - AI,False,Zone IT Sp. z o.o.,Wrocław,PLN,01.12.2023,10 000,18 000
422,Oracle Specialist - AI,False,Zone IT Sp. z o.o.,Wrocław,PLN,01.12.2023,19 000,28 000
423,Test Engineer - AI,False,Zone IT Sp. z o.o.,Wrocław,PLN,01.12.2023,12 000,21 000
424,Data Scientist,False,Numlabs,Zdalnie,PLN,01.12.2023,9 000,14 000
425,Machine Learning Engineer,False,Numlabs,Zdalnie,PLN,01.12.2023,8 500,14 500
426,Senior Machine Learning Engineer,True,Numlabs,Zdalnie,PLN,01.12.2023,14 500,18 500
427,Principal Software Engineer,False,AI REV,Zdalnie,PLN,01.12.2023,26 880,43 680
428,AI &amp; Math CUDA (C++) Developer,False,Camino Science sp. z o.o.,Zdalnie,PLN,01.12.2023,12 000,16 000
429,Senior AI &amp; Math CUDA (C++) Developer,True,Camino Science sp. z o.o.,Zdalnie,PLN,01.12.2023,16 000,19 000
430,Computer Vision Engineer,False,Spline,Zdalnie,PLN,01.12.2023,22 000,25 000
431,Konsultant Techniczny Samba.ai,False,Samba.ai,Wrocław,PLN,01.12.2023,6 000,9 000
432,Azure AI Solutions Consultant (OpenAI),False,Elitmind,Zdalnie,PLN,01.12.2023,15 960,29 904
433,Data Scientist ( Mid / Senior ),True,Addepto,Zdalnie,PLN,01.12.2023,13 000,26 000
434,Machine Learning Engineer,False,RTB House,Zdalnie,PLN,01.12.2023,30 000,47 000
435,ML (Python + NLP) Engineer,False,SFox,Zdalnie,PLN,01.12.2023,13 048,21 747
436,Directory Development Executive,False,ENF Ltd.,Zdalnie,PLN,01.12.2023,5 219,7 393
437,Principal Deep Learning Engineer,False,Focal Systems,Zdalnie,PLN,01.12.2023,92 250,180 811
438,Senior Data Scientist (Linear Optimization),True,hubQuest,Zdalnie,PLN,01.12.2023,28 500,37 000
439,Junior Data Scientist,False,datanalytics DA GmbH,Zdalnie,PLN,01.12.2023,29 228,40 188
440,Senior Machine Learning Engineer,True,Objectivity - part of Accenture,Zdalnie,PLN,01.12.2023,23 520,30 240
441,Senior ML (NLP) Engineer,True,Zowie,Zdalnie,PLN,01.12.2023,15 000,30 000
442,Senior JavaScript Developer (AI projects),True,10Clouds,Zdalnie,PLN,01.12.2023,17 000,28 000
443,Senior Data Scientist REMOTE 🌍,True,Sigmoidal LLC,Zdalnie,PLN,01.12.2023,27 138,33 723
444,Team Manager (AI/IoT),False,Fitech Sp. ZO.O,Kraków,PLN,01.12.2023,19 000,26 000
445,AI Solutions Delivery Officer,False,ITDS,Riyadh,PLN,01.12.2023,55 000,70 000
446,Kierownik B+R z doświadczeniem IoT lub AI,False,Ingenious Lab sp. z o. o.,Zdalnie,PLN,01.12.2023,16 000,22 000
447,Senior Data Scientist,True,SKY ENGINE AI,Warszawa,PLN,01.12.2023,20 000,28 000
448,ML Engineer Senior - Full Time,True,AI REV,Zdalnie,PLN,01.12.2023,22 680,31 584
449,NLP Engineer,False,Business Online Services,Zdalnie,PLN,01.12.2023,14 000,24 000
450,AI Engineer (Generative AI &amp; NLP),False,Altimetrik Poland,Zdalnie,PLN,01.12.2023,22 000,28 000
451,Data Scientist (Junior/Mid),False,Addepto,Zdalnie,PLN,01.12.2023,7 000,12 600
452,Senior ML Voice - Part Time,True,AI REV,Zdalnie,PLN,01.12.2023,18 000,
453,Senior Data Scientist,True,hubQuest,Zdalnie,PLN,01.12.2023,28 500,37 000
454,AI Engineer,False,Ness Solution Sp. z o. o.,Zdalnie,PLN,01.12.2023,18 480,36 960
455,Senior AI Engineer,True,Lingaro,Zdalnie,PLN,01.12.2023,25 200,33 600
456,AI Engineer,False,Lingaro,Zdalnie,PLN,01.12.2023,15 120,19 320
457,MLOps Engineer,False,SoftServe,Zdalnie,PLN,01.12.2023,21 000,27 000
458,Lead MLOps Engineer (Nvidia AI Stack Expert),True,SoftServe,Zdalnie,PLN,01.12.2023,28 000,34 000
459,AI DevOps Engineer,False,Lingaro,Zdalnie,PLN,01.12.2023,16 800,20 160
460,Senior Data Scientist,True,Reply Polska,Katowice,PLN,01.12.2023,16 000,22 000
461,Data Scientist,False,Objectivity - part of Accenture,Zdalnie,PLN,01.12.2023,16 800,25 200
462,Data Science Manager,False,Addepto,Zdalnie,PLN,01.12.2023,18 000,30 000
463,Power Automate Expert,True,Hemmersbach,Zdalnie,PLN,01.12.2023,13 440,15 960
464,Senior MLOps Engineer,True,Devire,Zdalnie,PLN,01.12.2023,26 880,30 240
465,Senior Deep Learning Engineer,True,Focal Systems,Zdalnie,PLN,01.12.2023,74 000,119 000
466,Deep Learning Engineer,False,Focal Systems,Zdalnie,PLN,01.12.2023,44 700,74 600
467,Deep Learning Engineer,False,in4ge sp. z o.o.,Zdalnie,PLN,01.12.2023,22 000,28 000
468,Machine Learning Engineer,False,in4ge sp. z o.o.,Zdalnie,PLN,01.12.2023,20 000,26 000
469,Inżynier Uczenia Maszynowego,False,Centralny Ośrodek Informatyki,Zdalnie,PLN,01.12.2023,14 000,28 000
470,Python Developer - AI,False,Zone IT Sp. z o.o.,Wrocław,PLN,01.12.2023,17 000,28 000
471,Tester (Pentester) - AI,False,Zone IT Sp. z o.o.,Wrocław,PLN,01.12.2023,10 000,18 000
472,Oracle Specialist - AI,False,Zone IT Sp. z o.o.,Wrocław,PLN,01.12.2023,19 000,28 000
473,Test Engineer - AI,False,Zone IT Sp. z o.o.,Wrocław,PLN,01.12.2023,12 000,21 000
474,Data Scientist,False,Numlabs,Zdalnie,PLN,01.12.2023,9 000,14 000
475,Machine Learning Engineer,False,Numlabs,Zdalnie,PLN,01.12.2023,8 500,14 500
476,Senior Machine Learning Engineer,True,Numlabs,Zdalnie,PLN,01.12.2023,14 500,18 500
477,Principal Software Engineer,False,AI REV,Zdalnie,PLN,01.12.2023,26 880,43 680
478,AI &amp; Math CUDA (C++) Developer,False,Camino Science sp. z o.o.,Zdalnie,PLN,01.12.2023,12 000,16 000
479,Senior AI &amp; Math CUDA (C++) Developer,True,Camino Science sp. z o.o.,Zdalnie,PLN,01.12.2023,16 000,19 000
480,Computer Vision Engineer,False,Spline,Zdalnie,PLN,01.12.2023,22 000,25 000
481,Konsultant Techniczny Samba.ai,False,Samba.ai,Wrocław,PLN,01.12.2023,6 000,9 000
482,Azure AI Solutions Consultant (OpenAI),False,Elitmind,Zdalnie,PLN,01.12.2023,15 960,29 904
483,Data Scientist ( Mid / Senior ),True,Addepto,Zdalnie,PLN,01.12.2023,13 000,26 000
484,Machine Learning Engineer,False,RTB House,Zdalnie,PLN,01.12.2023,30 000,47 000
485,ML (Python + NLP) Engineer,False,SFox,Zdalnie,PLN,01.12.2023,13 048,21 747
486,Directory Development Executive,False,ENF Ltd.,Zdalnie,PLN,01.12.2023,5 219,7 393
487,Principal Deep Learning Engineer,False,Focal Systems,Zdalnie,PLN,01.12.2023,92 250,180 811
488,Senior Data Scientist (Linear Optimization),True,hubQuest,Zdalnie,PLN,01.12.2023,28 500,37 000
489,Junior Data Scientist,False,datanalytics DA GmbH,Zdalnie,PLN,01.12.2023,29 228,40 188
490,Senior Machine Learning Engineer,True,Objectivity - part of Accenture,Zdalnie,PLN,01.12.2023,23 520,30 240
491,Senior ML (NLP) Engineer,True,Zowie,Zdalnie,PLN,01.12.2023,15 000,30 000
492,Senior JavaScript Developer (AI projects),True,10Clouds,Zdalnie,PLN,01.12.2023,17 000,28 000
493,Senior Data Scientist REMOTE 🌍,True,Sigmoidal LLC,Zdalnie,PLN,01.12.2023,27 138,33 723
494,Team Manager (AI/IoT),False,Fitech Sp. ZO.O,Kraków,PLN,01.12.2023,19 000,26 000
495,AI Solutions Delivery Officer,False,ITDS,Riyadh,PLN,01.12.2023,55 000,70 000
496,Kierownik B+R z doświadczeniem IoT lub AI,False,Ingenious Lab sp. z o. o.,Zdalnie,PLN,01.12.2023,16 000,22 000
497,Senior Data Scientist,True,SKY ENGINE AI,Warszawa,PLN,01.12.2023,20 000,28 000
498,ML Engineer Senior - Full Time,True,AI REV,Zdalnie,PLN,01.12.2023,22 680,31 584
499,NLP Engineer,False,Business Online Services,Zdalnie,PLN,01.12.2023,14 000,24 000
500,AI Engineer (Generative AI &amp; NLP),False,Altimetrik Poland,Zdalnie,PLN,01.12.2023,22 000,28 000
501,Data Scientist (Junior/Mid),False,Addepto,Zdalnie,PLN,01.12.2023,7 000,12 600
502,Senior ML Voice - Part Time,True,AI REV,Zdalnie,PLN,01.12.2023,18 000,
503,Senior Data Scientist,True,hubQuest,Zdalnie,PLN,01.12.2023,28 500,37 000
504,AI Engineer,False,Ness Solution Sp. z o. o.,Zdalnie,PLN,01.12.2023,18 480,36 960
505,Senior AI Engineer,True,Lingaro,Zdalnie,PLN,01.12.2023,25 200,33 600
506,AI Engineer,False,Lingaro,Zdalnie,PLN,01.12.2023,15 120,19 320
507,Deep Learning Engineer,False,in4ge sp. z o.o.,Zdalnie,PLN,01.12.2023,18 000,28 000
508,Machine Learning Engineer,False,in4ge sp. z o.o.,Zdalnie,PLN,01.12.2023,18 000,26 000
509,Senior Data Scientist,True,in4ge sp. z o.o.,Zdalnie,PLN,01.12.2023,20 000,28 000
510,AI &amp; Math,False,Camino Science sp. z o.o.,Zdalnie,PLN,01.12.2023,9 000,14 000
511,AI &amp; Math (PhD/ongoing PhD nice-to-have),False,Camino Science sp. z o.o.,Zdalnie,PLN,01.12.2023,15 000,16 000
512,AI &amp; Math (Open PhD Conduct),False,Camino Science sp. z o.o.,Zdalnie,PLN,01.12.2023,8 000,9 000
513,Senior Data Scientist,True,SKY ENGINE AI,Warszawa,PLN,01.12.2023,20 000,28 000
514,ML Engineer Senior - Full Time,True,AI REV,Zdalnie,PLN,01.12.2023,22 680,31 584
515,NLP Engineer,False,Business Online Services,Zdalnie,PLN,01.12.2023,14 000,24 000
516,AI Engineer (Generative AI &amp; NLP),False,Altimetrik Poland,Zdalnie,PLN,01.12.2023,22 000,28 000
517,Data Scientist (Junior/Mid),False,Addepto,Zdalnie,PLN,01.12.2023,7 000,12 600
518,Senior ML Voice - Part Time,True,AI REV,Zdalnie,PLN,01.12.2023,18 000,
519,Senior Data Scientist,True,hubQuest,Zdalnie,PLN,01.12.2023,28 500,37 000
520,AI Engineer,False,Ness Solution Sp. z o. o.,Zdalnie,PLN,01.12.2023,18 480,36 960
521,Senior AI Engineer,True,Lingaro,Zdalnie,PLN,01.12.2023,25 200,33 600
522,AI Engineer,False,Lingaro,Zdalnie,PLN,01.12.2023,15 120,19 320
523,Deep Learning Engineer,False,in4ge sp. z o.o.,Zdalnie,PLN,01.12.2023,18 000,28 000
524,Machine Learning Engineer,False,in4ge sp. z o.o.,Zdalnie,PLN,01.12.2023,18 000,26 000
525,Senior Data Scientist,True,in4ge sp. z o.o.,Zdalnie,PLN,01.12.2023,20 000,28 000
526,AI &amp; Math,False,Camino Science sp. z o.o.,Zdalnie,PLN,01.12.2023,9 000,14 000
527,AI &amp; Math (PhD/ongoing PhD nice-to-have),False,Camino Science sp. z o.o.,Zdalnie,PLN,01.12.2023,15 000,16 000
528,AI &amp; Math (Open PhD Conduct),False,Camino Science sp. z o.o.,Zdalnie,PLN,01.12.2023,8 000,9 000
